id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,geometry
pr71382593,2.99,"81 km N of Charlotte Amalie, U.S. Virgin Islands",1668542927020,1668544232580,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382593,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382593&format=geojson,,,,,reviewed,0,138,pr,71382593,",pr71382593,",",pr,",",origin,phase-data,",4.0,0.7179,0.11,315.0,md,earthquake,"M 3.0 - 81 km N of Charlotte Amalie, U.S. Virgin Islands",POINT Z (-64.9728333333333 19.074 32.23)
ci40132855,0.26,"9km ENE of Coso Junction, CA",1668542640470,1668550685742,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132855&format=geojson,,,,,reviewed,0,1,ci,40132855,",ci40132855,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.04211,0.05,163.0,ml,earthquake,"M 0.3 - 9km ENE of Coso Junction, CA",POINT Z (-117.8586667 36.0755 1.81)
nn00851361,-0.2,California-Nevada border region,1668542345983,1668555522005,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851361,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851361&format=geojson,,,,,reviewed,0,0,nn,00851361,",nn00851361,",",nn,",",origin,phase-data,",5.0,0.03,0.1319,201.0,ml,earthquake,M -0.2 - California-Nevada border region,POINT Z (-116.2315 36.757 8.1)
ci40132839,0.89,"11km NNE of Julian, CA",1668541437390,1668542018429,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132839&format=geojson,,,,,reviewed,0,12,ci,40132839,",ci40132839,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.09122,0.16,46.0,ml,earthquake,"M 0.9 - 11km NNE of Julian, CA",POINT Z (-116.5438333 33.1605 15.38)
ak022enw06ry,2.9,"76 km N of Chickaloon, Alaska",1668541392848,1668552398040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022enw06ry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022enw06ry&format=geojson,,,,,automatic,0,129,ak,022enw06ry,",us7000ipxp,ak022enw06ry,",",us,ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 2.9 - 76 km N of Chickaloon, Alaska",POINT Z (-148.2947 62.4805 34.8)
av91716711,-0.3,"83 km NNW of Karluk, Alaska",1668540790730,1668563800550,,https://earthquake.usgs.gov/earthquakes/eventpage/av91716711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91716711&format=geojson,,,,,reviewed,0,0,av,91716711,",av91716711,",",av,",",origin,phase-data,",6.0,,0.15,84.0,ml,earthquake,"M -0.3 - 83 km NNW of Karluk, Alaska",POINT Z (-155.143833333333 58.2278333333333 4.56)
ok2022wkmp,1.24,"4 km SSE of Dover, Oklahoma",1668540651509,1668607613004,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022wkmp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022wkmp&format=geojson,,,,,reviewed,0,24,ok,2022wkmp,",ok2022wkmp,",",ok,",",origin,phase-data,",48.0,0.08458340185,0.2,58.0,ml,earthquake,"M 1.2 - 4 km SSE of Dover, Oklahoma",POINT Z (-97.885 35.94183333 6.15)
uu60525217,0.64,"22 km SSW of Mammoth, Wyoming",1668540583930,1668618519290,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525217,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525217&format=geojson,,,,,reviewed,0,6,uu,60525217,",uu60525217,",",uu,",",origin,phase-data,",7.0,0.03172,0.12,222.0,md,earthquake,"M 0.6 - 22 km SSW of Mammoth, Wyoming",POINT Z (-110.806 44.7898333 6.62)
us7000ipxn,4.3,"86 km NW of Yelizovo, Russia",1668540511886,1668551402040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipxn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipxn&format=geojson,,,,,reviewed,0,284,us,7000ipxn,",us7000ipxn,",",us,",",origin,phase-data,",131.0,0.711,0.6,51.0,mb,earthquake,"M 4.3 - 86 km NW of Yelizovo, Russia",POINT Z (157.6033 53.8158 225.523)
nn00851327,2.5,"29 km SE of Mina, Nevada",1668540505937,1668542351800,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851327&format=geojson,,,,,reviewed,0,96,nn,00851327,",nn00851327,",",nn,",",origin,phase-data,",20.0,0.084,0.1476,84.6,ml,earthquake,"M 2.5 - 29 km SE of Mina, Nevada",POINT Z (-117.8786 38.2014 8.2)
uu60525212,1.35,"23 km SSW of Mammoth, Wyoming",1668539947560,1668618204610,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525212&format=geojson,,,,,reviewed,0,28,uu,60525212,",uu60525212,",",uu,",",origin,phase-data,",15.0,0.02941,0.19,99.0,ml,earthquake,"M 1.4 - 23 km SSW of Mammoth, Wyoming",POINT Z (-110.8101667 44.782 7.69)
uu60032124,0.94,"22 km SSW of Mammoth, Wyoming",1668539784940,1668617924730,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60032124,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60032124&format=geojson,,,,,reviewed,0,14,uu,60032124,",uu60032124,",",uu,",",origin,phase-data,",10.0,0.03014,0.18,104.0,md,earthquake,"M 0.9 - 22 km SSW of Mammoth, Wyoming",POINT Z (-110.8083333 44.7856667 8.16)
uu60525207,0.97,"22 km SSW of Mammoth, Wyoming",1668539777630,1668617737070,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525207&format=geojson,,,,,reviewed,0,14,uu,60525207,",uu60525207,",",uu,",",origin,phase-data,",14.0,0.03427,0.2,100.0,md,earthquake,"M 1.0 - 22 km SSW of Mammoth, Wyoming",POINT Z (-110.8025 44.7908333 7.82)
ci40132831,0.88,"7km W of Imperial Beach, CA",1668539084000,1668541729674,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132831&format=geojson,,,,,reviewed,0,12,ci,40132831,",ci40132831,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.1202,0.24,257.0,ml,earthquake,"M 0.9 - 7km W of Imperial Beach, CA",POINT Z (-117.1846667 32.5905 13.08)
nc73807866,0.44,"6km NW of The Geysers, CA",1668538717440,1669141810300,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807866&format=geojson,,,,,reviewed,0,3,nc,73807866,",nc73807866,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.008823,0.02,48.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA",POINT Z (-122.7998333 38.8196667 3.33)
nc73807861,0.91,"9km WNW of Cobb, CA",1668538261260,1668540732120,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807861&format=geojson,,,,,automatic,0,13,nc,73807861,",nc73807861,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01761,0.02,97.0,md,earthquake,"M 0.9 - 9km WNW of Cobb, CA",POINT Z (-122.8170013 38.8465004 1.42)
ak022envfswp,0.5,"97 km S of McCarthy, Alaska",1668538081531,1668538181535,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022envfswp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022envfswp&format=geojson,,,,,automatic,0,4,ak,022envfswp,",ak022envfswp,",",ak,",",origin,phase-data,",,,0.12,,ml,earthquake,"M 0.5 - 97 km S of McCarthy, Alaska",POINT Z (-142.7462 60.559 25.1)
uu60525197,0.72,"22 km SSW of Mammoth, Wyoming",1668537929500,1668617423870,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525197&format=geojson,,,,,reviewed,0,8,uu,60525197,",uu60525197,",",uu,",",origin,phase-data,",10.0,0.03062,0.11,220.0,md,earthquake,"M 0.7 - 22 km SSW of Mammoth, Wyoming",POINT Z (-110.8075 44.7888333 6.72)
ak022envf6yg,1.6,"58 km E of Pedro Bay, Alaska",1668537917049,1668538112127,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022envf6yg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022envf6yg&format=geojson,,,,,automatic,0,39,ak,022envf6yg,",ak022envf6yg,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.6 - 58 km E of Pedro Bay, Alaska",POINT Z (-153.0766 59.748 105.4)
ak022envcmkw,1.6,"85 km ENE of Ugashik, Alaska",1668537199844,1668562012450,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022envcmkw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022envcmkw&format=geojson,,,,,automatic,0,39,ak,022envcmkw,",av91716701,ak022envcmkw,",",av,ak,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 1.6 - 85 km ENE of Ugashik, Alaska",POINT Z (-156.073 57.8074 5)
uu60525192,0.54,"22 km SSW of Mammoth, Wyoming",1668537176590,1668707676160,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525192&format=geojson,,,,,reviewed,0,4,uu,60525192,",uu60525192,",",uu,",",origin,phase-data,",6.0,0.02707,0.07,230.0,md,earthquake,"M 0.5 - 22 km SSW of Mammoth, Wyoming",POINT Z (-110.8126667 44.7856667 6.31)
uu60525187,0.59,"19 km SSW of Mammoth, Wyoming",1668537043830,1668617267150,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525187,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525187&format=geojson,,,,,reviewed,0,5,uu,60525187,",uu60525187,",",uu,",",origin,phase-data,",9.0,0.04598,0.09,220.0,md,earthquake,"M 0.6 - 19 km SSW of Mammoth, Wyoming",POINT Z (-110.7931667 44.8095 8.93)
av91076703,-0.4,"84 km NNW of Karluk, Alaska",1668537043600,1668566541820,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076703&format=geojson,,,,,reviewed,0,0,av,91076703,",av91076703,",",av,",",origin,phase-data,",4.0,,0.07,226.0,ml,earthquake,"M -0.4 - 84 km NNW of Karluk, Alaska",POINT Z (-155.134666666667 58.2338333333333 0.83)
nc73807846,1.48,"30km NE of Oakhurst, CA",1668537012000,1668570973141,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807846&format=geojson,,,,,reviewed,0,34,nc,73807846,",nc73807846,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.2161,0.18,99.0,md,earthquake,"M 1.5 - 30km NE of Oakhurst, CA",POINT Z (-119.3948333 37.508 17.25)
uu60525182,0.81,"21 km SSW of Mammoth, Wyoming",1668536999600,1668617045000,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525182,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525182&format=geojson,,,,,reviewed,0,10,uu,60525182,",uu60525182,",",uu,",",origin,phase-data,",12.0,0.04384,0.16,215.0,md,earthquake,"M 0.8 - 21 km SSW of Mammoth, Wyoming",POINT Z (-110.7905 44.7981667 10.29)
uu60032119,0.46,"20 km SSW of Mammoth, Wyoming",1668536977470,1668617172050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60032119,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60032119&format=geojson,,,,,reviewed,0,3,uu,60032119,",uu60032119,",",uu,",",origin,phase-data,",8.0,0.04297,0.08,218.0,md,earthquake,"M 0.5 - 20 km SSW of Mammoth, Wyoming",POINT Z (-110.7951667 44.8055 8.97)
hv73222917,1.99000001,"7 km S of P?hala, Hawaii",1668536909160,1668537111960,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73222917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73222917&format=geojson,,,,,automatic,0,61,hv,73222917,",hv73222917,",",hv,",",origin,phase-data,",27.0,,0.119999997,167.0,md,earthquake,"M 2.0 - 7 km S of P?hala, Hawaii",POINT Z (-155.492004394531 19.1375007629395 30.1399993896484)
av91716691,-0.1,Alaska Peninsula,1668536702840,1668561158760,,https://earthquake.usgs.gov/earthquakes/eventpage/av91716691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91716691&format=geojson,,,,,reviewed,0,0,av,91716691,",av91716691,",",av,",",origin,phase-data,",10.0,,0.11,103.0,ml,earthquake,M -0.1 - Alaska Peninsula,POINT Z (-155.080666666667 58.256 4.82)
ci40132791,0.82,"13km SSW of Searles Valley, CA",1668536477870,1668541347914,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132791&format=geojson,,,,,reviewed,0,10,ci,40132791,",ci40132791,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.0792,0.1,108.0,ml,earthquake,"M 0.8 - 13km SSW of Searles Valley, CA",POINT Z (-117.4735 35.6653333 7.8)
uu60032114,-0.16,"20 km SSW of Mammoth, Wyoming",1668536176640,1668616611450,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60032114,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60032114&format=geojson,,,,,reviewed,0,0,uu,60032114,",uu60032114,",",uu,",",origin,phase-data,",6.0,0.03964,0.06,216.0,md,earthquake,"M -0.2 - 20 km SSW of Mammoth, Wyoming",POINT Z (-110.7991667 44.8036667 8.06)
uu60525172,0.21,"20 km SSW of Mammoth, Wyoming",1668536158170,1668616454850,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525172,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525172&format=geojson,,,,,reviewed,0,1,uu,60525172,",uu60525172,",",uu,",",origin,phase-data,",7.0,0.04126,0.11,215.0,md,earthquake,"M 0.2 - 20 km SSW of Mammoth, Wyoming",POINT Z (-110.7963333 44.803 8.45)
nc73807831,0.78,"6km WNW of The Geysers, CA",1668535245900,1668536473669,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807831&format=geojson,,,,,automatic,0,9,nc,73807831,",nc73807831,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.007355,0.03,70.0,md,earthquake,"M 0.8 - 6km WNW of The Geysers, CA",POINT Z (-122.821167 38.8050003 2.78)
uw61885552,0.12,"13 km NNE of Ashford, Washington",1668535023970,1668538741950,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61885552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61885552&format=geojson,,,,,reviewed,0,0,uw,61885552,",uw61885552,",",uw,",",origin,phase-data,",17.0,0.01544,0.1,198.0,ml,earthquake,"M 0.1 - 13 km NNE of Ashford, Washington",POINT Z (-121.97433333333333 46.872166666666665 5.99)
nn00851356,-0.2,"59 km ENE of Beatty, Nevada",1668534843314,1668553112020,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851356,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851356&format=geojson,,,,,reviewed,0,0,nn,00851356,",nn00851356,",",nn,",",origin,phase-data,",6.0,0.035,0.0497,105.36,ml,earthquake,"M -0.2 - 59 km ENE of Beatty, Nevada",POINT Z (-116.1816 37.1849 5.8)
ci37466364,1.72,"12km N of Piru, CA",1668534210120,1668541225198,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37466364,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37466364&format=geojson,,,,,reviewed,0,46,ci,37466364,",ci37466364,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.09548,0.3,49.0,ml,earthquake,"M 1.7 - 12km N of Piru, CA",POINT Z (-118.813 34.5215 12.69)
ci40132783,1.69,"12km N of Piru, CA",1668534208440,1668540649158,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132783&format=geojson,,,,,reviewed,0,44,ci,40132783,",ci40132783,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.109,0.26,47.0,ml,earthquake,"M 1.7 - 12km N of Piru, CA",POINT Z (-118.795 34.5215 10.87)
ci40132775,1.48,"10km W of Calipatria, CA",1668534189590,1668540188618,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132775&format=geojson,,,,,reviewed,0,34,ci,40132775,",ci40132775,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03477,0.19,95.0,ml,earthquake,"M 1.5 - 10km W of Calipatria, CA",POINT Z (-115.6155 33.1393333 8.84)
ci40132767,0.81,"3km SSE of Lake Henshaw, CA",1668533936150,1668540028595,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132767&format=geojson,,,,,reviewed,0,10,ci,40132767,",ci40132767,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.02068,0.14,36.0,ml,earthquake,"M 0.8 - 3km SSE of Lake Henshaw, CA",POINT Z (-116.7468333 33.2178333 11.27)
av91076698,-0.47,"74 km NW of Ninilchik, Alaska",1668533851460,1668564801980,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076698,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076698&format=geojson,,,,,reviewed,0,0,av,91076698,",av91076698,",",av,",",origin,phase-data,",6.0,,0.12,172.0,ml,earthquake,"M -0.5 - 74 km NW of Ninilchik, Alaska",POINT Z (-152.761166666667 60.4383333333333 10.94)
av91716681,0.21,"86 km NNW of Karluk, Alaska",1668533829550,1668568734750,,https://earthquake.usgs.gov/earthquakes/eventpage/av91716681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91716681&format=geojson,,,,,reviewed,0,1,av,91716681,",av91716681,",",av,",",origin,phase-data,",9.0,,0.14,144.0,ml,earthquake,"M 0.2 - 86 km NNW of Karluk, Alaska",POINT Z (-154.982833333333 58.2978333333333 2.87)
av91716671,-0.37,"76 km NW of Ninilchik, Alaska",1668533580770,1668560555310,,https://earthquake.usgs.gov/earthquakes/eventpage/av91716671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91716671&format=geojson,,,,,reviewed,0,0,av,91716671,",av91716671,",",av,",",origin,phase-data,",6.0,,0.08,199.0,ml,earthquake,"M -0.4 - 76 km NW of Ninilchik, Alaska",POINT Z (-152.7035 60.5021666666667 6.97)
us7000ipwx,4.8,"14 km WSW of Ovalle, Chile",1668533181214,1668537291040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipwx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipwx&format=geojson,,,,,reviewed,0,354,us,7000ipwx,",us7000ipwx,",",us,",",origin,phase-data,",87.0,0.249,0.7,74.0,mb,earthquake,"M 4.8 - 14 km WSW of Ovalle, Chile",POINT Z (-71.3494 -30.6359 49.635)
nc73807821,1.34,"7km SW of Ridgemark, CA",1668533137110,1669145111604,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807821&format=geojson,1.0,0.0,,,reviewed,0,28,nc,73807821,",nc73807821,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",25.0,0.02875,0.13,105.0,md,earthquake,"M 1.3 - 7km SW of Ridgemark, CA",POINT Z (-121.4115 36.766 11.31)
us7000ipww,4.9,"73 km SSW of Labuan, Indonesia",1668532928199,1668724317040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipww,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipww&format=geojson,,,,,reviewed,0,369,us,7000ipww,",us7000ipww,",",us,",",origin,phase-data,",105.0,3.5,1.09,53.0,mww,earthquake,"M 4.9 - 73 km SSW of Labuan, Indonesia",POINT Z (105.4664 -6.9346 40.368)
us7000ipwy,4.6,"94 km SW of Labuan, Indonesia",1668532871096,1668539733040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipwy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipwy&format=geojson,,,,,reviewed,0,326,us,7000ipwy,",us7000ipwy,",",us,",",origin,phase-data,",84.0,3.386,0.59,51.0,mb,earthquake,"M 4.6 - 94 km SW of Labuan, Indonesia",POINT Z (105.3135 -7.0628 57.278)
ak022enuomud,2.3,"49 km NW of Elfin Cove, Alaska",1668532870585,1668543976235,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022enuomud,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022enuomud&format=geojson,,,,,reviewed,0,81,ak,022enuomud,",ak022enuomud,",",ak,",",origin,phase-data,",,,1.05,,ml,earthquake,"M 2.3 - 49 km NW of Elfin Cove, Alaska",POINT Z (-136.9697 58.4983 0)
nc73807816,0.5,"7km WNW of Cobb, CA",1668532155280,1668553391426,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807816&format=geojson,,,,,reviewed,0,4,nc,73807816,",nc73807816,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01281,0.03,52.0,md,earthquake,"M 0.5 - 7km WNW of Cobb, CA",POINT Z (-122.807 38.836 2.14)
us7000ipws,4.3,"Kepulauan Barat Daya, Indonesia",1668531958626,1668538035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipws,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipws&format=geojson,,,,,reviewed,0,284,us,7000ipws,",us7000ipws,",",us,",",origin,phase-data,",28.0,3.09,0.79,59.0,mb,earthquake,"M 4.3 - Kepulauan Barat Daya, Indonesia",POINT Z (128.2513 -7.3258 153.522)
ci40132751,1.6,"13km NNW of Grapevine, CA",1668531723410,1668542383877,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132751&format=geojson,,,,,reviewed,0,39,ci,40132751,",ci40132751,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.07103,0.24,81.0,ml,earthquake,"M 1.6 - 13km NNW of Grapevine, CA",POINT Z (-118.9996667 35.0418333 13.64)
nc73807811,0.85,"6km WNW of Cobb, CA",1668531488330,1668535394508,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807811&format=geojson,,,,,automatic,0,11,nc,73807811,",nc73807811,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.003219,0.02,63.0,md,earthquake,"M 0.9 - 6km WNW of Cobb, CA",POINT Z (-122.793663 38.8364983 1.76)
hv73222782,1.82000005,"10 km ENE of P?hala, Hawaii",1668531092370,1668531438920,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73222782,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73222782&format=geojson,,,,,automatic,0,51,hv,73222782,",hv73222782,",",hv,",",origin,phase-data,",33.0,,0.109999999,139.0,md,earthquake,"M 1.8 - 10 km ENE of P?hala, Hawaii",POINT Z (-155.390167236328 19.2481670379639 31.5699996948242)
nc73807806,1.27,"3km WNW of Redwood Valley, CA",1668529906470,1668565813668,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73807806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73807806&format=geojson,,,,,reviewed,0,25,nc,73807806,",nc73807806,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.04059,0.07,71.0,md,earthquake,"M 1.3 - 3km WNW of Redwood Valley, CA",POINT Z (-123.2368333 39.278 3.74)
ok2022wkgn,1.79,"5 km ENE of Union City, Oklahoma",1668529561690,1668552103516,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022wkgn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022wkgn&format=geojson,2.0,3.4,,,reviewed,0,50,ok,2022wkgn,",ok2022wkgn,",",ok,",",dyfi,origin,phase-data,",84.0,0.03509311353,0.32,33.0,ml,earthquake,"M 1.8 - 5 km ENE of Union City, Oklahoma",POINT Z (-97.88816667 35.41716667 3.41)
ci40132743,2.49,"4km SE of Loma Linda, CA",1668529235170,1668647025799,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132743&format=geojson,15.0,3.1,,,reviewed,0,100,ci,40132743,",ci40132743,us7000ipwc,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",98.0,0.09456,0.19,23.0,ml,earthquake,"M 2.5 - 4km SE of Loma Linda, CA",POINT Z (-117.2253333 34.0233333 15.64)
hv73222737,1.9,"28 km E of Honaunau-Napoopoo, Hawaii",1668529186400,1668529517250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73222737,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73222737&format=geojson,,,,,automatic,0,56,hv,73222737,",hv73222737,",",hv,",",origin,phase-data,",16.0,,0.319999993,72.0,ml,earthquake,"M 1.9 - 28 km E of Honaunau-Napoopoo, Hawaii",POINT Z (-155.594833374023 19.4603328704834 -2.44000005722046)
us7000iqsa,4.3,"138 km NNE of Caluula, Somalia",1668529042424,1669059518040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000iqsa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000iqsa&format=geojson,,,,,reviewed,0,284,us,7000iqsa,",us7000iqsa,",",us,",",origin,phase-data,",14.0,8.194,0.27,144.0,mb,earthquake,"M 4.3 - 138 km NNE of Caluula, Somalia",POINT Z (51.0627 13.1824 10)
us7000ipwz,4.5,"49 km SW of Puerto El Triunfo, El Salvador",1668528781829,1668541798040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipwz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipwz&format=geojson,,,,,reviewed,0,312,us,7000ipwz,",us7000ipwz,",",us,",",origin,phase-data,",44.0,0.734,0.53,181.0,mb,earthquake,"M 4.5 - 49 km SW of Puerto El Triunfo, El Salvador",POINT Z (-88.8837 12.9753 59.531)
uu60525162,-0.02,Wyoming,1668528541400,1668615744160,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60525162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60525162&format=geojson,,,,,reviewed,0,0,uu,60525162,",uu60525162,",",uu,",",origin,phase-data,",6.0,0.04033,0.11,217.0,md,earthquake,M 0.0 - Wyoming,POINT Z (-110.8001667 44.8068333 7.35)
ak022enu0dos,1.4,"21 km NE of Chase, Alaska",1668528489726,1668528608632,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022enu0dos,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022enu0dos&format=geojson,,,,,automatic,0,30,ak,022enu0dos,",ak022enu0dos,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.4 - 21 km NE of Chase, Alaska",POINT Z (-149.7491 62.5602 3.5)
